norm_id;stofnaam;casnummer;aquocode;categorie;compartiment;norm;waarde;eenheid;compartimentcode;compartimentomschrijving;grootheidcode;grootheidomschrijving;hoedanigheidcode;hoedanigheidomschrijving;waardebewerkingsmethodecode;waardebewerkingsmethodeomschrijving
5457;mefosfolan;950-10-7;meffln;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,013;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5458;melkzuur;50-21-5;melkzr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);19;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5459;melkzuur;50-21-5;melkzr;Milieu;Sediment;Sediment Indicatief MTR (droge stof);45;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5461;mepanipyrim (ZZS);110235-47-7;mepnprm;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,45;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5501;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);40;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5502;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);40;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5503;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);2,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5504;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);2,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5505;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (opgelost);4,0;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5506;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);4,0;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5507;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (opgelost);0,21;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5508;mesotrion;104206-82-8;meston;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);0,21;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5509;metabenzthiazuron;18691-97-9;metbtazrn;Milieu;Sediment;Sediment MTR (droge stof);67;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5510;metabenzthiazuron;18691-97-9;metbtazrn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,87;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5511;metabenzthiazuron;18691-97-9;metbtazrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);1,8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5515;metabenzthiazuron;18691-97-9;metbtazrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);1,8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5516;metalaxyl;57837-19-1;mlxl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);46;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5518;metalaxyl-m;70630-17-0;mlxlM;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);9,7;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5519;metaldehyde;108-62-3;mAh;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);50;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5520;metamitron;41394-05-2;mmtn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);10000;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
5521;metamitron;41394-05-2;mmtn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);10000;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5522;metamitron;41394-05-2;mmtn;Milieu;Sediment;Sediment MTR (droge stof);95;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5523;metamitron;41394-05-2;mmtn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,27;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5524;metam-natrium;137-42-8;metNa;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);35;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
5525;metam-natrium;137-42-8;metNa;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);35;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5526;metam-natrium;137-42-8;metNa;Milieu;Sediment;Sediment MTR (droge stof);0,6;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5527;metam-natrium;137-42-8;metNa;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,5;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5529;metazachloor;67129-08-2;mzCl;Milieu;Sediment;Sediment MTR (droge stof);260;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5530;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,18;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5531;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,48;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5532;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);0,008;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5533;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);0,048;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5534;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);0,08;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5535;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,08;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5536;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);0,48;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5537;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (opgelost);0,008;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5538;metazachloor;67129-08-2;mzCl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (opgelost);0,048;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5539;metconazool;125116-23-6;metcnzl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,291;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5540;metconazool;125116-23-6;metcnzl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);210;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5541;metconazool;125116-23-6;metcnzl;Milieu;Sediment;Sediment Indicatief MTR (droge stof);0,6;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5543;methacrylzuur;79-41-4;metaczr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);164;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5544;methacrylzuur;79-41-4;metaczr;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);16,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5545;methacrylzuur;79-41-4;metaczr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);450;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5546;methacrylzuur;79-41-4;metaczr;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);45;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5549;methamidofos;10265-92-6;mtmdfs;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);0,016;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5551;methanol;67-56-1;C1ol;Milieu;Grondwater;Grondwater indicatief niveau voor ernstige verontreiniging (opgelost);24000;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
5553;methanol;67-56-1;C1ol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);190;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5554;methanol;67-56-1;C1ol;Milieu;Sediment;Sediment Indicatief MTR (droge stof);426;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5592;methidathion;950-37-8;metdton;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,09;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5593;methiocarb;2032-65-7;metocb;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,002;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5594;methiocarb;2032-65-7;metocb;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);0,16;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5595;methiocarbsulfon;2179-25-1;metocbsfn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);94;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5596;methiocarbsulfoxide;2635-10-1;metocbSO;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);100;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5597;methomyl;16752-77-5;metml;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);80;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
5598;methomyl;16752-77-5;metml;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);80;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5599;methomyl;16752-77-5;metml;Milieu;Sediment;Sediment MTR (droge stof);0,1;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5600;methomyl;16752-77-5;metml;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,43;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5602;methopreen;40596-69-8;metpn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,0014;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5603;methoprotryn;841-06-5;metptn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,33;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5604;methoxyazijnzuur (ZZS);625-45-6;C1oxHAc;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);6,92E-01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5607;methoxychloor (ZZS);72-43-5;C1oxCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);5,00E-05;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5608;methoxychloor (ZZS);72-43-5;C1oxCl;Milieu;Sediment;Sediment Indicatief MTR (droge stof);0,120;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5610;methoxyfenozide;161050-58-4;C1oxfnzde;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,18;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5611;methoxyfenozide;161050-58-4;C1oxfnzde;Milieu;Sediment;Sediment Indicatief MTR (droge stof);13,7;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5613;methyl-3-hydroxyfenylcarbamaat;13683-89-1;MHPC;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,22;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5614;methylacetaat;79-20-9;C1yactt;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);320;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5615;methylacetaat;79-20-9;C1yactt;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);32;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5616;methylacetaat;79-20-9;C1yactt;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);3200;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5617;methylacetaat;79-20-9;C1yactt;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);320;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5620;methylacetaat;79-20-9;C1yactt;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,18;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5631;methylcarbamaat;598-55-0;C1ycbmt;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,016;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5632;methyleenbisthiocyanaat;6317-18-6;C1yebtoCN;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,06;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5645;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren achtergrondconcentratie (opgelost);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);NVT;Niet van toepassing
5646;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Sediment;Sediment landelijke achtergrondconcentratie (droge stof);0,3;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5648;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Sediment;Sediment MTR (droge stof);1,4;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5649;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);5,23;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5650;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (opgelost);0,00007;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5651;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (opgelost);0,07;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5652;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (opgelost);0,00007;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5653;methylkwik (ZZS);22967-92-6;C1yHg;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (opgelost);0,07;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5655;2-pentanon;107-87-9;2C5on;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);124;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5659;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Grondwater;Grondwater indicatief niveau voor ernstige verontreiniging (opgelost);9400;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
5672;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);2600;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5673;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);2600;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5674;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);15;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5675;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);15;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5676;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (opgelost);260;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5677;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);260;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5678;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (opgelost);1,5;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5679;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);1,5;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5684;methyl-tert-butylether;1634-04-4;C1yttC4yEtr;Milieu;Oppervlaktewater voor drinkwaterbereiding;Oppervlaktewater voor drinkwaterbereiding (gericht tot het drinkwaterbedrijf) - Signaleringsparameter;1;µg/l;;;;;;;;
5708;metiram (ZZS);9006-42-2;metrm;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);7;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5709;metobromuron;3060-89-7;metbmrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);10000;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
5710;metobromuron;3060-89-7;metbmrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);10000;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5711;metobromuron;3060-89-7;metbmrn;Milieu;Sediment;Sediment MTR (droge stof);110;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5712;metobromuron;3060-89-7;metbmrn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,34;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5713;metolachloor;51218-45-2;metlCl;Milieu;Sediment;Sediment MTR (droge stof);3;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
5714;metolachloor;51218-45-2;metlCl;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,4;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5715;metolachloor;51218-45-2;metlCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);2,2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5716;metolachloor;51218-45-2;metlCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);0,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5719;metolachloor;51218-45-2;metlCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5720;metolachloor;51218-45-2;metlCl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);2,2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5721;metoxuron;19937-59-8;metxrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);19;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5723;metrafenon;220899-03-6;metfnn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,142;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5724;metribuzin (ZZS);21087-64-9;metbzn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,12;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
5725;metribuzin (ZZS);21087-64-9;metbzn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);1,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
5727;metsulfuron-methyl;74223-64-6;C1ymsfrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
5729;metsulfuron-methyl;74223-64-6;C1ymsfrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,03;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
5732;metsulfuron-methyl;74223-64-6;C1ymsfrn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,67;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
5733;metsulfuron-methyl;74223-64-6;C1ymsfrn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
