norm_id;stofnaam;casnummer;aquocode;categorie;compartiment;norm;waarde;eenheid;compartimentcode;compartimentomschrijving;grootheidcode;grootheidomschrijving;hoedanigheidcode;hoedanigheidomschrijving;waardebewerkingsmethodecode;waardebewerkingsmethodeomschrijving
1;1-(3,4-dichloorfenyl)ureum;2327-02-8;134DClFyurum;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);100;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2;1-(4-chloorfenyl)ureum;140-38-5;14ClFyurum;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);7,2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
4;1-(4-isopropylfenyl)-3-methylureum;34123-57-4;14iC3yFy3C1y;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);2,3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
5;1-(4-isopropylfenyl)ureum;56046-17-4;14iC3yFyurum;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);2,3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
7;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);300;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
12;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,09;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
23;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);21;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
24;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);54;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
25;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);2,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
26;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);5,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
29;1,1,1-trichloorethaan;71-55-6;111TClC2a;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,01;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
55;1,1,2,2-tetrachloorethaan;79-34-5;1122T4ClC2a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,19;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
56;1,1,2,2-tetrachloorethaan;79-34-5;1122T4ClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
57;1,1,2,2-tetrachloorethaan;79-34-5;1122T4ClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);84;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
58;1,1,2,2-tetrachloorethaan;79-34-5;1122T4ClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
59;1,1,2,2-tetrachloorethaan;79-34-5;1122T4ClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);8,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
61;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);130;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
63;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,02;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
64;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);22;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
65;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);300;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
66;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);22;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
67;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);190;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
68;1,1,2-trichloorethaan;79-00-5;112TClC2a;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,01;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
92;1,1,2-trichloortrifluorethaan;76-13-1;CFK113;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);3,7;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
96;1,1-dichloorethaan;75-34-3;11DClC2a;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);900;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
99;1,1-dichloorethaan;75-34-3;11DClC2a;Milieu;Sediment;Sediment MTR (droge stof);2;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
100;1,1-dichloorethaan;75-34-3;11DClC2a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,33;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
103;1,1-dichloorethaan;75-34-3;11DClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);700;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
106;1,1-dichloorethaan;75-34-3;11DClC2a;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);7;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
139;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);10;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
142;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,89;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
143;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
144;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);90;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
145;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
146;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
161;1,1-dichlooretheen (ZZS);75-35-4;11DClC2e;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,01;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
185;1,2,3,4-tetrachloorbenzeen;634-66-2;1234T4ClBen;Milieu;Sediment;Sediment MTR (droge stof);7;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
186;1,2,3,4-tetrachloorbenzeen;634-66-2;1234T4ClBen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,85;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
187;1,2,3,5-tetrachloorbenzeen;634-90-2;1235T4ClBen;Milieu;Sediment;Sediment MTR (droge stof);7;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
188;1,2,3,5-tetrachloorbenzeen;634-90-2;1235T4ClBen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,85;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
232;1,2,4,5-tetrachloorbenzeen;95-94-3;1245T4ClBen;Milieu;Sediment;Sediment MTR (droge stof);7;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
233;1,2,4,5-tetrachloorbenzeen;95-94-3;1245T4ClBen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,85;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
280;1,2-dibroomethaan (ZZS);106-93-4;12DBrC2a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,71;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
281;1,2-dibroomethaan (ZZS);106-93-4;12DBrC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);0,0033;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
282;1,2-dibroomethaan (ZZS);106-93-4;12DBrC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);0,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
283;1,2-dibroomethaan (ZZS);106-93-4;12DBrC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,0033;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
298;2,3-dichloornitrobenzeen;3209-22-1;23DClNO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
299;3,4-dichloornitrobenzeen;99-54-7;34DClNO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
302;1,2-dichloorbenzeen;95-50-1;12DClBen;Milieu;Sediment;Sediment MTR (droge stof);6;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
304;1,2-dichloorbenzeen;95-50-1;12DClBen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,71;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
309;1,2-dichloorethaan (ZZS);107-06-2;12DClC2a;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);400;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
311;1,2-dichloorethaan (ZZS);107-06-2;12DClC2a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);10;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
312;1,2-dichloorethaan (ZZS);107-06-2;12DClC2a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);10;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
330;1,2-dichloorethaan (ZZS);107-06-2;12DClC2a;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);7;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
355;1,2-dichlooretheen (cis/trans-mengsel);540-59-0;12DClC2e;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);20;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
357;1,2-dichlooretheen (cis/trans-mengsel);540-59-0;12DClC2e;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,68;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
358;1,2-dichlooretheen (cis/trans-mengsel);540-59-0;12DClC2e;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);6,8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
360;1,2-dichlooretheen (cis/trans-mengsel);540-59-0;12DClC2e;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,68;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
373;1,2-dichlooretheen (cis/trans-mengsel);540-59-0;12DClC2e;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,01;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
397;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);280;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
398;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);28;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
399;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);1300;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
400;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);130;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
403;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,70;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
407;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);280;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
408;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);1300;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
409;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (opgelost);28;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
410;1,2-dichloorpropaan (ZZS);78-87-5;12DClC3a;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (opgelost);130;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
419;2,6-dichloornitrobenzeen;601-88-7;;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
420;1,3,5-tribroom-2-(2,3-dibroom-2-methylpropoxy)benzeen (ZZS);36065-30-2;135TBr223DBr;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,68E-03;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
425;1,3-butadieen (ZZS);106-99-0;13butDen;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);6,2E-02;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
426;1,3-butadieen (ZZS);106-99-0;13butDen;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);6,2E-02;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
427;1,3-butadieen (ZZS);106-99-0;13butDen;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);330;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
428;1,3-butadieen (ZZS);106-99-0;13butDen;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);33;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
431;1,3-butadieen (ZZS);106-99-0;13butDen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,78;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
445;2,4-dichloornitrobenzeen;611-06-3;24DClNO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
446;1,3-dichloor-5-nitrobenzeen;618-62-2;13DCl5NO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
447;1,3-dichloorbenzeen;541-73-1;13DClBen;Milieu;Sediment;Sediment MTR (droge stof);6;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
449;1,3-dichloorbenzeen;541-73-1;13DClBen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,71;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
450;1,3-dichloorpropaan;142-28-9;13DClC3a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);76;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
451;1,3-dichloorpropaan;142-28-9;13DClC3a;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);76;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
452;1,3-dichloorpropaan;142-28-9;13DClC3a;Milieu;Sediment;Sediment MTR (droge stof);0,2;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
453;1,3-dichloorpropaan;142-28-9;13DClC3a;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,68;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
456;1,3-dichloorpropeen;542-75-6;13DClC3e;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,71;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
459;1,3-dichloorpropeen;542-75-6;13DClC3e;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);0,18;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
460;1,3-dichloorpropeen;542-75-6;13DClC3e;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);51;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
461;1,3-dichloorpropeen;542-75-6;13DClC3e;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,018;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
462;1,3-dichloorpropeen;542-75-6;13DClC3e;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);5,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
472;2,5-dichloornitrobenzeen (ZZS);89-61-2;25DClNO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
475;1,4-dichloorbenzeen;106-46-7;14DClBen;Milieu;Sediment;Sediment MTR (droge stof);6;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
477;1,4-dichloorbenzeen;106-46-7;14DClBen;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,71;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
481;1,5,9-cyclododecatrieen (ZZS);4904-61-4;159ccddcten;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,47E-02;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
486;1-broom-3-chloor-5,5-dimethylhydantoine;16079-88-2;BCDMH;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
487;1-chloor-2,4-dinitrobenzeen;97-00-7;1Cl24DNO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);0,54;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
488;1-chloor-2-nitrobenzeen;88-73-3;1Cl2NO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);29;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
489;1-chloor-3-nitrobenzeen;121-73-3;1Cl3NO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);0,55;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
490;1-chloor-4-nitrobenzeen;100-00-5;1Cl4NO2Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);19;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
491;1-chloornaftaleen;90-13-1;1ClNaf;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);0,77;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
492;etidronzuur;2809-21-4;HEDP;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,0;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
493;etidronzuur;2809-21-4;HEDP;Milieu;Sediment;Sediment Indicatief MTR (droge stof);2,62;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
502;1-isopropyl-3-methyl-benzeen;535-77-3;1iC3y3C1yBen;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,15;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
508;2-(2-butoxyethoxy)ethanol;112-34-5;22C4oxC2oxC2;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);1,0;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
509;2-(2-butoxyethoxy)ethanol;112-34-5;22C4oxC2oxC2;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,10;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
510;2-(2-butoxyethoxy)ethanol;112-34-5;22C4oxC2oxC2;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);120;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
511;2-(2-butoxyethoxy)ethanol;112-34-5;22C4oxC2oxC2;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);12;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
513;2-(2-butoxyethoxy)ethanol;112-34-5;22C4oxC2oxC2;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,56;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
